id,SentimentScore,SentimentMagnitude
1b4690d1f,0.8,0.8
060b52c3b,0.2,3.1
a2c9be724,-0.1,0.1
9e6abcf6c,0.0,0.1
fce854722,-0.1,1.3
5290a4428,0.4,5.3
16a371487,0.2,0.5
694caa813,-0.2,0.2
4b7f7fcca,0.4,4.6
1c723cf91,0.2,3.5
df9cc49a1,0.0,0.0
21b933087,0.5,0.5
72bb30805,0.3,1.8
ec40d007f,0.3,3.7
e9ec4d543,0.3,5.1
449290a8b,0.1,0.2
a56bbc295,0.6,0.6
811f9407f,0.2,2.8
b631b7e4a,0.1,7.6
ba2904fd9,0.0,5.2
f48338adb,0.7,1.4
b84dad49f,0.0,5.1
c5b97062a,0.7,0.7
9d7c4455c,0.9,1.8
997653f86,0.3,4.3
6cd340cfd,0.1,1.9
67839e63d,0.7,3.0
5ef34251f,0.7,0.7
76a063a20,0.4,1.7
86ac4d6b6,0.5,1.5
ba030cdba,0.2,0.6
a7be93837,0.1,0.1
76b818bdb,0.1,0.9
451d64f26,0.1,0.7
048519a46,0.2,2.7
09ef02857,0.2,2.6
abc9c4207,0.5,3.1
fe88a5777,0.9,1.8
5fc06cf73,0.3,2.7
a01ad9084,0.8,1.6
78551abb5,0.9,0.9
91c023cb7,0.0,2.6
d54759a77,0.2,1.5
92a173c59,0.4,2.4
3485ea1db,-0.5,0.5
cb14d1ba1,0.0,4.5
1e1e7c4ec,0.3,1.9
d6aa1281f,0.4,1.0
ff22356ef,0.1,3.6
81b753aaa,0.6,1.2
826c26e34,0.4,1.8
a371e0164,0.3,0.3
fe16bb525,0.2,0.5
5e74dfc90,0.0,3.3
03d59fc21,0.1,1.3
5a60de180,0.8,3.2
e481cf862,0.6,1.2
f07e35bb8,0.6,1.8
63a542d16,0.4,5.1
bad270818,0.0,0.5
2f29e9d88,0.9,1.9
bfb33b149,0.1,1.8
833c51fd2,0.1,0.6
9d87fbd92,0.1,0.9
0052dcf47,0.3,0.7
f000f169a,0.1,0.7
069762ec2,0.8,0.8
30ea81bac,0.2,0.2
282139c6d,0.1,0.1
8f72b332c,0.0,2.1
8c96f8ed3,0.5,2.8
e2bcb9213,0.5,3.4
357707ba7,0.0,0.0
6c64dd197,0.0,0.0
82607d1cf,0.2,2.5
6dcbe818e,0.3,4.1
1238ed024,0.4,1.3
7ad53619d,0.9,0.9
21ae91701,0.2,1.5
02e51a9e2,0.3,0.3
cf17492c7,0.3,1.9
cb0e74ef1,0.8,0.8
64a0deeb0,0.3,0.6
5fde0ce59,0.9,0.9
ab2c124e7,0.8,0.8
6326e5387,0.5,6.8
8dfe4da6a,0.0,2.5
8913e5b27,0.5,1.1
b47109e90,0.3,1.5
7575371db,0.3,3.3
b2876d101,0.8,0.8
65f311c09,0.2,2.8
a93ff4e92,0.1,1.7
3e13d34d6,0.3,3.0
b5fd8a091,0.3,0.7
4b9f45715,0.5,2.1
14bff008a,0.8,0.8
6f12e6d07,0.2,1.9
b9f58834b,0.3,2.9
252b8d395,-0.1,1.9
d1ef30b8a,0.7,2.8
a73915bd2,0.4,8.4
11ce5617d,0.5,7.2
cf68421ff,0.0,1.8
e54ee8e55,0.3,2.6
e9e263ee2,0.2,4.0
bfdff0622,0.1,8.8
29eda0717,0.1,0.8
2d88536fc,0.0,2.2
65a7711bd,-0.7,0.7
425804cd2,0.6,0.6
8b636912d,0.2,0.2
40c204453,0.3,3.3
6c896760b,0.4,1.2
435f419f9,0.7,0.7
e9e4424a6,0.4,4.1
f7be274e0,0.6,4.2
babf0f6cd,0.2,2.0
d7bb5cf59,0.3,1.5
231ad764f,0.6,1.9
6f46311db,0.1,0.8
ee34f3079,0.1,0.4
2027f2dfd,0.2,1.4
c69315120,0.7,0.7
acf289a37,0.0,2.9
e6d60a265,0.4,1.9
91efb738a,0.0,1.5
0d4e58071,0.5,1.7
da5ae6aa9,0.3,1.7
8e0d93659,0.4,2.8
c77a68714,0.2,1.7
6eab205e6,0.8,3.2
7f78266ab,0.3,3.1
2cca2f141,0.8,0.8
f461cc30a,0.3,2.8
aee1ad5e4,0.3,1.5
92189aa31,0.5,3.2
89c8b19eb,0.6,1.8
1e45f7387,0.3,2.2
c267a86af,0.3,2.2
95af010cb,0.1,1.9
a1379a575,0.0,1.9
a952a211e,0.7,1.4
9ec6fbb61,0.2,5.0
859b2a95b,0.4,2.1
6c7fc08e6,-0.3,1.6
517f1dc1d,0.3,2.0
a05c489dc,0.0,7.3
34fcc459a,0.9,0.9
9ca400496,-0.1,0.1
ee2d66134,0.9,0.9
7d0aedfb3,0.0,3.1
d30068375,0.0,1.1
ae089cd20,-0.2,1.7
329814145,0.5,2.3
f849d1829,0.3,2.8
1f2573b47,0.8,0.8
7ac66a1c2,0.3,1.1
d0277b9d3,0.4,2.5
5d5942493,0.1,0.1
bb32a589b,0.7,0.7
d2d37c3c3,0.2,1.1
8f20e24ef,0.3,1.0
c675f3b10,0.0,2.7
7b1c82382,0.1,2.8
0a14ac037,0.8,1.7
5d3289417,0.2,0.6
3afb76273,0.4,4.7
97b2b9935,0.4,2.2
0c228bdd5,0.0,0.8
1c74d62ed,0.9,0.9
a37b96d01,0.9,0.9
09acd6b31,0.1,1.8
4a4fb4974,0.3,4.6
4ffbe0538,-0.3,1.6
ea05e0a19,0.1,1.1
8fd0d7864,0.6,0.6
4f1d86875,0.1,0.7
726488db4,0.9,0.9
e01bb78f2,-0.2,0.8
a3853c992,0.3,6.7
6878a6fe0,0.2,2.3
b4475834d,0.4,1.7
7df56218d,0.2,3.1
1e011d469,0.1,5.3
62887c0ea,0.4,4.8
25ef79825,0.5,2.0
adfd0f0bc,0.0,2.4
41fa17c7c,0.0,0.6
e6151d695,0.2,2.2
b1cb5d0ec,0.2,4.4
570fb2f6c,0.3,0.3
4989496c6,0.8,0.8
74084fa99,0.6,3.3
786486296,0.5,2.3
570b3eb92,-0.1,4.5
6f5eab89b,0.0,0.6
99be827e6,0.0,3.9
a8ea0c6a7,0.0,1.6
35b1c5db4,0.1,1.3
081c2daa0,0.0,0.0
0073c33d0,0.0,0.0
02f31f1ba,0.3,2.5
71f895aa2,0.0,0.3
7295b4948,0.6,1.2
fc4b199fa,0.1,0.1
f98e4f7b6,0.3,1.8
c5aeec694,0.3,1.1
150bf58e2,0.0,3.3
61338b2e9,0.5,2.9
6f512ee65,0.6,2.4
8377bfe97,-0.2,3.0
7a12a494f,0.2,1.2
b077aa9ee,0.2,0.8
f70571a3a,0.3,1.7
9cbae8539,0.0,1.9
4ff447944,0.2,5.1
6436c1a59,0.3,2.2
a8249d599,0.0,1.8
9c87d70e5,0.9,1.9
dcb0314b0,0.1,1.8
5ddd7f219,0.2,0.5
6b53bf64d,0.6,4.5
92b89a666,0.0,0.0
195c119c9,0.3,1.2
c32eb7405,0.1,4.8
8bc346340,0.1,1.8
1ce065496,-0.2,1.3
26cb1c2c0,0.4,1.2
f10643d7e,0.3,2.6
9ea482068,0.5,2.5
86c08e68b,0.0,1.5
683f1dfd8,0.3,1.2
19d7de899,0.0,1.7
60bc5ce92,0.1,5.2
eeb60466e,-0.1,3.3
dfefbcea0,0.0,1.7
456908d93,0.2,4.5
3b7aad341,0.9,0.9
1f7863209,0.2,2.1
e7b5ed1a2,0.2,2.0
1dcb1fe2f,0.7,0.7
3402b3970,0.5,1.1
70b3d1f9c,0.0,1.8
c1548b685,0.3,1.9
dfa39b9f1,0.1,0.8
1347325db,0.0,0.0
89c980093,0.0,0.0
f527634f7,0.7,1.4
ba4811f35,0.1,0.8
6ea58b8ac,0.4,6.6
2a89fe4a5,0.1,0.7
48317c9e5,0.2,3.9
7b9cc47f0,0.4,1.9
a2cd5b78a,0.8,0.8
63ddd39f4,0.8,4.0
da7895cbd,0.5,1.0
df76ee4c1,0.1,0.1
9ea3739e8,0.4,4.8
598f1fdae,0.1,0.8
fa3df8921,0.5,2.7
c6d879376,0.4,7.4
fd2f64ea7,0.0,1.8
c8779a4a1,0.2,2.1
d2490c888,0.1,4.8
bb8795c8d,0.6,0.6
da34209ec,0.3,7.7
e5b7f6fbe,-0.3,0.3
af75249aa,0.0,0.0
c92256e41,0.8,1.6
8c9f6c718,0.0,0.0
63c93929a,0.5,2.1
1a3a45096,-0.2,0.6
cd067a495,0.4,2.1
9b3e95995,0.0,7.3
1a4c20f98,0.5,4.4
9d8dab6cd,0.2,2.2
505c5d7c6,0.4,3.1
6d1c281f9,0.3,2.3
488cefe35,0.0,3.1
9809485bb,0.2,0.5
e827bee5e,0.0,0.2
6f28d2ab3,0.5,3.2
c960b413e,-0.1,1.3
6b42c0d29,0.0,0.2
7f40cce5f,0.4,5.4
71deb8267,0.9,0.9
2aaa0c8b6,0.4,2.0
e1b3455c8,0.4,2.0
7ae269152,0.3,2.4
390e0a648,0.4,1.8
590a78f0d,0.1,5.3
faca11616,0.4,1.4
51b7034e6,0.0,0.4
5f44a43f4,0.0,0.0
a2b2ff582,0.2,1.7
7a40628fd,0.0,1.6
df26f1098,0.5,3.4
fba2f803d,0.2,4.8
396a2773f,0.0,0.2
99ba1c605,0.7,3.7
4efe77aa0,0.3,3.1
77e679018,0.2,2.5
acb614bba,0.1,1.3
a09008d49,0.7,0.7
27b6e5aca,0.5,1.0
239047f66,0.4,4.0
818cf6f02,0.2,2.0
b82ec4b47,0.9,0.9
7989fd303,0.6,0.6
3f4d6a956,0.0,1.6
79f8b048f,0.0,3.2
155126a9f,-0.3,0.7
bb714a80a,0.0,0.0
14cbb81c8,0.1,3.9
d8f3da4b6,0.1,0.1
5dff45cff,0.1,1.0
bd7bae691,0.1,2.4
2c9f807c1,0.5,1.1
652ad7684,0.6,4.6
01802debf,0.4,2.0
9a770c49a,0.2,6.4
129df65b1,0.1,0.1
6da53f587,0.2,2.8
f845bd0c0,0.3,4.2
220e9aa26,0.1,2.3
064217ca4,0.5,2.9
fca79ffbf,0.3,1.2
a5b4b663d,0.0,1.4
448659511,0.1,9.0
2b4c0f3b6,0.0,1.7
d57b8c2fe,0.0,2.8
63f28922e,0.7,6.5
50d1c2157,0.0,0.0
f5257c5e4,-0.3,0.3
fd3172797,0.0,9.2
7c17de5f6,0.3,1.2
599d24d23,0.9,0.9
dbabe4e51,0.6,0.6
236824e39,0.2,0.2
25c681109,0.1,2.3
05935bf08,0.1,1.6
53eda13e6,0.4,1.4
91633ef0b,0.5,1.5
a8d9108c4,0.3,4.3
b71eb2942,0.6,2.5
aca9ddee7,-0.2,0.6
6b574c312,0.2,3.9
abe27623b,0.0,0.4
9123c847a,0.0,1.5
09d9212f5,0.3,0.3
7ceeeb9f2,0.6,1.9
19272319c,0.4,2.2
cac68ead1,0.0,0.0
33ed78569,0.1,1.7
27c0034f8,0.2,3.2
8581566cb,0.3,3.9
37a8dcdce,0.4,2.7
74088eee1,0.2,5.7
cf66d011e,0.8,1.7
547f46854,0.6,3.2
5adb9d9b3,0.2,1.8
2d8db1c19,0.6,3.3
734123308,0.1,3.5
81075b785,0.3,2.5
166947bb4,0.1,3.2
e418eb448,0.2,8.7
c3e1f5f86,0.0,0.4
5d7c27d43,0.0,4.2
d336e6953,0.0,1.7
a9551ed6d,0.2,3.3
69d413ff2,0.0,0.2
fff24fcb5,0.3,1.2
e6f88d19d,0.4,4.7
d805a1c90,0.3,6.6
98aec0679,0.9,0.9
3219ad064,0.2,1.8
1076dcc35,0.5,1.1
ee4cb45ea,0.0,0.0
9c680abbe,0.3,0.3
aeb17dd99,0.3,1.5
0493336f7,0.2,0.2
991eba9f9,0.2,0.5
652787a1f,0.2,2.5
062f73a4b,0.0,0.0
7cf37c7e2,0.0,3.2
d005caf41,0.2,3.0
aa0f2c425,0.0,2.5
992170cac,-0.7,0.7
4acf3e30e,0.2,2.2
79f8f767e,0.1,1.2
931fd5858,0.1,0.1
44817c8f4,0.6,1.2
f85ae1408,0.2,1.1
03188ecad,0.6,1.2
359dd0b52,0.1,1.7
873996ad0,0.3,1.0
a6ac8884b,0.0,0.0
43ec1b64b,0.3,3.8
e940019a3,0.5,0.5
bd8224d08,0.0,0.2
b686d33cd,0.0,6.5
fd68d0b58,0.1,0.2
b7359384d,0.2,2.8
a6830bac1,0.3,0.6
b0be76af8,0.9,0.9
5e7b512bb,0.1,0.1
6d9b202c9,0.0,0.8
6ab29b3d4,0.2,1.5
c60193e34,0.9,2.7
088216e81,0.2,1.1
12b47b4e8,0.5,2.1
ed14eb16e,0.2,1.3
71a92867d,0.2,2.8
792b0924e,0.6,1.8
1d13441b9,0.6,0.6
8534310cc,0.6,0.6
1f470d9f4,0.2,1.3
bdb89b424,0.4,2.5
91ef9278d,0.8,0.8
17880e117,0.3,4.6
32141c266,0.2,0.9
356f1ecfb,0.9,0.9
5bb7dbfc2,0.4,2.1
7bbdce003,0.2,1.4
e5962e049,0.2,4.8
ad66b0f44,0.0,1.3
a3d4585c2,0.0,0.0
fb217af6b,0.1,0.5
b34a4f038,0.7,2.2
9aa5ab22f,0.1,1.5
5bda8f113,0.4,2.4
b01c8995e,0.9,1.9
1539be087,0.6,4.8
5bc18f57d,0.0,0.0
557f3e130,0.9,0.9
346c5abcd,0.3,10.1
47d383f21,0.1,1.8
17d90c2d9,0.3,2.6
2e9a53eb0,0.1,0.1
f86b59db0,0.0,3.2
52ff28c14,0.2,4.6
90e1edc71,0.4,6.8
b6256e92e,0.4,2.2
7adb2ab9b,0.1,6.1
58711512b,0.1,0.2
6c44c99ef,0.1,0.3
21b5e3d22,0.1,3.0
ad5250ecf,0.0,0.2
3b1976326,0.1,0.5
4348b169a,0.2,2.3
70aeba909,0.5,1.1
5163abb6e,0.2,0.2
648727065,0.9,1.8
b1307cb03,0.3,2.9
bd331b74e,0.4,5.1
a6b0179fb,0.9,1.8
4c9f111f1,0.6,1.9
d8de3a329,0.2,1.0
4544aecf7,0.7,1.4
49e7b59e9,0.2,2.9
cd1947175,0.5,1.7
51d880078,0.0,1.9
6210026f5,0.7,0.7
870fc2931,0.3,1.3
85d242c14,0.0,0.0
20a9ffb5c,0.0,3.4
411bb17a0,0.0,0.1
91bcb5a0a,0.2,1.3
e93ec1c41,0.2,2.0
3086dc257,0.4,2.2
74d7a26bc,0.3,13.5
e6a5867d8,0.0,2.4
e3672355d,0.0,0.0
668177e57,0.8,0.8
9579ad7a1,0.3,2.2
404eab70f,0.4,2.0
cfd7c3baa,0.6,1.9
8229b256e,0.3,2.6
d9c54752f,0.6,4.2
f83096577,0.0,0.0
3b3ce72d1,0.2,2.7
aa11bee11,0.1,3.6
e8b34f964,0.7,2.1
393198f9d,0.0,1.7
d2f333b86,0.3,4.3
80a2e14af,0.4,0.9
cfd0757cf,0.0,0.0
59b66be84,0.4,0.8
27dd38817,0.5,3.8
d5c68b3bf,0.5,2.3
91d6a2898,0.4,2.5
5d53d4bfb,0.1,5.7
1facdfb28,0.1,3.7
d8697f0fd,0.3,1.2
ba392c802,0.1,3.8
a8a3c4f49,0.9,0.9
603fa62e1,0.5,1.0
1b154dffa,0.0,0.1
7a2cadc09,-0.1,2.6
1a2c91362,0.4,6.2
2a9223451,0.2,2.8
6b24d9186,0.8,1.6
39c654eaa,0.2,7.3
7942b62ef,0.0,3.1
4effbea00,0.3,9.9
1c69743d6,-0.3,3.0
95cdbaecc,0.3,1.4
6f0cbc167,0.4,2.4
d5bf5adaa,0.4,2.3
92586e5a3,0.1,2.2
5c2fdb3cd,-0.3,1.7
f4e748c72,0.2,2.3
846ca7805,0.2,2.6
1b59f9f38,0.8,0.8
4657ae5ac,0.1,0.2
da8859f46,0.9,0.9
26dfe8b29,0.4,0.9
937c2e14f,0.4,2.5
e909c484a,0.8,0.8
44da8c2a0,0.1,0.7
11fa9d216,0.4,1.4
4891fdacd,0.1,0.2
7f6779706,0.2,0.2
a5f576bb1,0.1,4.4
b4809e7d1,0.5,1.0
1b368f29c,0.0,3.1
0164a9cfb,0.3,9.8
b8084fe32,0.2,1.7
a2cd0e1e4,0.8,0.8
97bb6502c,0.9,1.8
06dd351e6,0.3,1.8
1929d8aea,-0.3,0.8
525947b88,0.5,0.5
21c8d5f0e,0.9,0.9
e73545fe5,0.0,1.5
aa6b8a52b,0.5,1.7
8e2335bf5,0.3,2.8
2c1340a91,0.0,3.0
8b9a9eac7,0.2,8.6
d8b05d43d,0.7,4.2
b80a19455,0.3,3.3
96eb3ec09,0.3,1.8
9fe6f98a5,0.5,0.5
f995bc16c,0.4,3.6
5bee46079,0.3,0.6
3bb49d7d9,0.1,0.1
029469d58,0.0,1.4
7c139389d,0.3,2.7
2e1448ee0,0.3,3.1
6d59be88d,0.0,0.0
a6593fb48,0.7,4.3
eee3ab446,0.8,0.8
9510b7eba,0.0,2.4
5909a21cc,0.3,1.6
78ad8f1a2,0.1,1.8
de43c6ce5,0.0,1.3
1f34d9c73,0.2,12.9
bc6abd32e,0.4,1.2
dfa8ac290,0.2,1.1
520dc7925,0.0,1.6
9a7a6f554,0.0,0.9
eed29a312,0.5,3.7
40ea976de,0.0,2.5
176ef71db,0.0,16.7
4138a8f48,0.1,1.5
8af959627,0.0,1.9
28f9f4ec4,0.2,0.2
0aebdcbc4,0.7,0.7
9141b7803,0.2,1.4
a7b53e5ca,0.9,1.8
af9325798,0.0,5.9
23987e634,0.4,1.4
e432ee48e,0.3,4.9
9fb0aedb7,0.0,0.0
e86d8e932,0.3,0.3
1b9b55f0b,0.3,3.1
1e759fed0,0.5,2.6
1a56bb056,0.5,0.5
c930b139a,0.8,0.8
e7e2b4c4c,0.4,1.2
16ce3524b,0.2,0.4
cc22a5abf,0.0,0.3
c43ca0a88,0.0,1.6
45bec784b,0.2,2.3
08267e916,0.1,2.1
9d3c3c390,0.1,1.9
ae3ff3cbc,0.0,2.5
532b5a798,0.3,1.2
f0ebfa37d,0.1,0.1
df4d893b9,0.3,3.1
77bb4ce3a,0.4,1.6
e90e0ffae,0.2,5.3
5dff15fc4,0.3,3.1
445c703ff,0.4,2.0
bea6f651c,0.2,0.8
2023404f9,0.4,2.0
d41649df9,0.3,0.8
a4ebfdf22,0.5,0.5
79318b69e,0.0,0.5
699ee7fa6,0.2,2.3
7a0942d61,0.2,1.1
6eb34434d,0.5,5.2
ba7ae0448,0.3,3.9
c46e29741,0.1,2.1
b11ae7451,0.0,0.0
04c4a7493,0.0,2.0
d8c6c546e,0.1,2.5
d0bf2b3bf,0.1,3.1
8e5356302,0.1,7.7
c19fa21be,0.4,1.3
3e946254a,0.3,2.2
e97e4eb52,0.0,2.0
03edf613f,0.0,0.0
c0e61e2f0,0.2,5.7
f9159b6df,0.2,2.4
41e792442,0.4,2.9
b62618f55,0.5,2.2
daa543c46,0.9,0.9
61c1f3481,0.1,0.1
0ff50cbd5,0.3,0.7
a3a4e1dd7,0.2,1.6
3821d75e9,0.1,1.1
ae84e47c8,0.6,5.4
ffb33c204,0.5,2.3
96cf0efdb,0.4,3.0
c64b6e891,0.2,0.5
184ea777b,0.2,1.1
2f0e90bdd,0.3,4.3
870e5566b,0.1,0.1
e00282d72,0.1,0.3
83f13202e,0.9,0.9
0beacc42e,0.9,0.9
d4c153877,0.3,2.9
4652decf5,0.2,0.2
f53b95c90,0.8,1.7
6a3607d09,0.6,0.6
5b57c4bba,0.0,1.1
9493ee8ee,0.2,0.6
0e6dd5e23,-0.7,0.7
d4f813a7e,0.3,2.5
d1ef3e54a,0.4,1.4
7bfe95866,0.7,2.1
67825bf81,0.0,1.2
adc3a477a,0.3,3.8
e5bc7aaa8,-0.1,1.1
8ec043344,0.0,1.1
e468bfbca,0.2,1.1
a58fef87c,0.6,1.3
110242085,0.6,2.0
954a6e415,0.4,1.4
179462b6d,0.1,0.2
4e6750363,0.3,2.2
0e73648e8,0.3,2.0
e246ecfdc,0.2,1.8
5c66641a1,0.2,0.4
2e7d08fa6,0.3,0.3
48d1bb550,0.0,0.8
366a03818,0.3,2.3
d111847a0,0.0,4.4
68d430cbd,0.2,0.6
4a9fa9d9e,0.5,1.7
8d39e0fa1,0.3,2.0
084e4c05b,0.0,2.3
ee65ac339,0.2,5.4
848c1d759,0.2,1.7
cf574d89c,0.8,4.1
ef80d0222,0.2,5.2
a4652e4fe,0.5,2.3
e07812482,0.2,0.7
bfe061b7e,0.8,1.7
485772d7e,0.0,0.0
9beedceb9,0.3,1.5
846e720dc,0.4,1.0
1e85c2b18,0.5,1.1
e40290fa0,0.1,0.3
390f4fae4,0.2,0.2
4aa44d3c9,0.2,0.2
cda71c00a,0.7,1.5
1bc9bf272,0.7,1.5
3fcf1b40a,0.2,3.8
74e81519b,0.5,1.0
08fb442fa,0.0,2.1
0038c9343,0.2,4.7
af7125abe,-0.1,0.1
2b55fbaee,0.3,2.4
e801cb768,0.5,1.7
800680beb,0.1,5.7
c93c0faa3,0.2,1.1
87a16f3fb,0.2,1.2
95fc36030,0.7,3.8
631fa08ed,0.3,4.4
f385d9645,0.1,0.1
0c5dbd29f,0.2,1.7
a1093437e,0.1,6.7
2d725d001,0.4,1.8
a19305a1a,0.8,6.4
cf86cc5ea,-0.2,0.9
8dccbb182,0.7,0.7
4622342f4,0.3,1.4
31da37bc0,0.4,4.8
4831c683c,0.1,1.5
8425c2a48,0.6,2.0
9795ce5b0,0.1,0.2
f829fad2b,0.0,1.9
b07678538,0.3,2.3
48f2b0d54,0.2,4.4
3afe6f1fc,0.4,2.5
c7c443855,0.0,3.1
8988d22a5,0.5,2.0
d1265050f,0.6,2.0
09dd22091,0.1,1.3
022429d5c,0.7,2.9
fc2925be3,0.1,2.9
7aefa7eeb,0.8,4.2
1a3da2ae5,0.3,0.8
513836f07,-0.1,4.1
03f8a64fe,0.7,2.8
ca39f5e93,0.3,1.2
fd9a060d7,0.0,1.4
bec6cc26b,0.1,1.2
5c60d114f,0.1,2.9
3335796f3,0.0,1.6
321d04634,0.4,1.2
62c16fa1a,0.0,0.0
b677eae2a,0.2,2.9
db27a0a42,0.0,0.0
88cc9be30,0.3,3.0
edd2ebd5e,0.3,1.1
9a719040f,0.3,1.5
620796ee7,0.2,4.6
0a0e8c15b,0.3,1.9
eac9739c8,0.3,3.2
ab8386c6d,0.9,0.9
b40a8ff86,0.4,2.2
6842b7ff9,0.2,0.6
eadb7f25e,0.3,4.4
fb9783859,0.3,0.3
1a47d1c94,0.5,1.1
fa5f5ccf9,0.5,2.2
dd201c041,0.5,3.2
2e1fcc8c4,0.1,1.5
ae1362961,0.5,3.6
9c14d8650,0.4,1.2
734459ad1,0.1,3.2
aba4e5336,0.3,1.5
f57efd0b9,0.1,0.1
2486fcece,0.2,3.0
3effb8d44,0.2,1.1
43d31be6c,0.1,6.8
285758945,0.0,2.4
c053ae854,0.4,2.9
497ef36aa,0.6,1.8
4ce620a7a,0.1,2.2
a2c44e0b3,0.4,1.3
c13da6b92,0.7,4.2
97094f7ec,0.6,1.9
9d602bd84,0.5,1.0
1c8a8385e,0.0,2.3
fc4989906,0.2,3.5
f293ae915,-0.2,4.1
1b87c512e,0.9,1.8
7b660c6af,0.0,0.6
95a89f5f2,0.3,2.5
ece3629b4,0.9,0.9
15bcbb6e2,0.1,2.5
0c2e0fc7d,0.0,1.0
db61b1f31,0.0,1.6
3e0ae8fb1,0.8,0.8
5b8ee289f,0.2,5.4
f61e89a28,-0.1,1.2
b6cea4edc,0.8,0.8
1d9604897,0.5,1.7
8039a31ae,0.5,0.5
8834ac7da,0.5,1.1
7f434b444,-0.2,0.2
474ee7e00,0.0,2.2
b12e22341,0.1,2.5
fceb751c7,0.7,0.7
110682438,0.6,1.8
d7fd0a30a,0.2,4.0
a6e37f91b,0.3,1.9
88dbaffe0,0.4,1.5
56bf5e254,0.9,0.9
55b797c90,0.0,2.0
b37d04bd6,0.3,1.4
1d4940497,-0.3,0.7
c5c51218f,0.1,2.3
c6c14a824,0.1,1.6
8ccaceef5,0.0,1.1
c3b94defa,0.3,0.7
e04814e10,0.1,2.2
1c967561d,0.4,1.9
61f0927c3,0.3,0.3
460ac160c,0.3,2.2
3d7204289,0.3,1.6
c634af483,0.4,13.2
0a13e47c3,0.2,1.3
ff1613693,0.4,2.5
9d03d5988,0.5,0.5
f7473aaec,0.3,3.4
43bae1c6d,0.9,0.9
e1cd176b5,0.4,0.8
3759a1d40,0.4,1.4
8a6d97169,0.1,3.3
cbd5f7a45,0.8,0.8
59047a5a1,0.0,0.0
6f7d23e2d,0.5,3.8
b13db9ce8,0.9,2.7
93a9e05b1,0.2,1.4
eb11a4321,0.1,0.3
ca40312db,0.1,0.2
5b269c6aa,0.5,1.1
e925bdf02,0.2,4.7
77fa5cdd7,0.0,0.0
1a91262f6,0.3,2.9
bedd7f1e7,0.3,2.8
428877021,0.4,0.9
830b62870,0.1,0.7
8fee07184,0.2,0.2
c8bc66245,0.0,1.6
04ea19d2b,0.7,1.5
99af63c63,0.6,3.2
dbe30d86f,0.5,5.3
64f06dc3b,0.3,3.2
fa73b1181,0.0,1.8
c96f9d3a8,0.1,5.9
7b872f1aa,0.0,1.7
3e25d4fb8,-0.3,1.1
1a5e5d34c,0.9,0.9
8cbae6e2a,0.5,4.6
ef86c51b2,0.2,6.1
ad56c5705,0.2,0.4
d2117fd10,0.7,1.5
ca1df3f71,0.0,0.0
9ecb47019,0.5,3.0
a655655d4,0.3,0.3
e4a48ef49,-0.1,0.5
e995db95f,0.3,1.2
13a563b84,0.1,1.3
6968f86dd,0.5,2.1
e70a2beb6,0.4,0.9
9b5df2f3d,-0.3,0.3
330f0e19a,0.6,0.6
4745e5286,0.0,4.9
106128c56,0.8,2.4
bcec3d919,0.5,1.0
aaedd873d,0.4,2.9
ecc77653a,0.1,2.3
e09807e6e,0.1,2.1
342400751,0.3,1.7
32148e0fc,0.3,2.5
f861c3c77,0.7,2.1
3f2785c07,0.6,1.8
bbf3097d0,0.7,3.0
007ffeccd,-0.1,2.5
36c4871dc,0.1,3.8
21f4a6abf,0.1,3.9
35b51bb28,0.3,0.8
8ee223a17,0.8,0.8
b310f969f,0.3,7.9
24357b578,0.3,2.3
7a87da606,0.6,0.6
1b3dcf712,0.3,1.9
277210bb9,0.7,3.6
1da4026cd,0.3,1.9
fee500b95,0.1,1.4
165e11d30,0.6,0.6
2b666036a,0.1,0.4
95d2a0bdf,0.9,0.9
b6492d3b1,0.6,1.9
48fd10660,0.2,0.8
002278114,0.1,11.4
8ccda6476,0.3,10.3
53a451386,0.0,2.5
abfad94f2,-0.2,7.9
8106b5f6f,0.1,0.9
5d622bf92,0.2,5.3
816112569,0.1,1.8
2691a20c0,0.5,2.6
c3945aa2e,0.3,2.2
79fd13ffd,0.3,1.0
283d778d2,0.9,0.9
50b022696,0.3,2.8
527b6112b,0.1,2.2
c2fe3684a,0.2,3.3
1e34e1ebe,0.6,2.6
f612d5506,0.3,4.7
bfdde77ff,0.2,0.8
306989556,0.8,0.8
09c7b610e,0.4,3.5
6b86ed0e0,0.1,0.1
98e211da3,0.2,1.8
a91141912,0.5,3.9
514e33268,0.2,1.8
fd2d48292,0.5,1.0
603dbe569,0.0,3.2
d5b6f17f5,0.0,0.0
8e9abddf0,0.0,0.7
fbb3db415,0.1,0.1
f94991b4c,0.1,2.8
d8c1859cb,0.2,1.1
3760c73b1,0.6,0.6
cbeb9fc1d,0.0,3.1
fa39dd076,0.4,3.7
2dd31e8ff,0.2,3.7
a18843d35,0.0,1.5
7d930d08c,0.0,1.4
c0b1f82b1,0.1,2.6
6edcc1f1b,0.3,3.9
105456da4,0.2,1.7
352522dbd,0.0,3.6
df0933e46,0.5,5.6
850875906,0.0,4.0
113bc00e8,0.3,3.6
0a1b56e66,0.2,0.9
4c4ba8c4e,0.3,0.8
6a00de73d,0.3,2.5
011a11cda,0.7,0.7
382d948b1,0.2,2.5
6c4af5f08,0.2,2.6
b25ad3ff0,0.3,0.3
ae03f99f2,0.1,3.2
3e6d8a2c9,0.6,4.6
